country,code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,best_gdp
Japan,JPN,47419238274.461945,57266758179.58833,64987857541.62556,74379284603.3875,87490590817.98027,97338107605.82361,113046784179.2889,132475614226.51888,156897496759.12778,184298841304.66696,217223652719.44446,245364056622.3629,324933841268.5847,441460582535.9208,490035789970.2995,532861438884.7239,598883902155.6049,737069290927.7122,1035611588216.594,1077910077676.3713,1129377244854.036,1245221410764.1482,1158731426905.8486,1270859919742.9011,1345824500836.7627,1427019759717.4094,2120083812109.9124,2580748422781.091,3125724434400.792,3109455047823.931,3185904656663.8467,3648065760648.876,3980702922117.6567,4536940479038.254,4998797547740.975,5545563663889.704,4923391533851.632,4492448605638.937,4098362709531.2407,4635982224063.884,4968359075956.591,4374711694090.8706,4182846045873.608,4519561645253.529,4893116005656.559,4831467035389.8,4601663122649.921,4579750920354.809,5106679115127.299,5289493117993.89,5759071769013.113,6233147172341.349,6272362996105.034,5212328181166.185,4896994405353.292,4444930651964.18,5003677627544.24,4930837369151.422,5040880939324.859,5117993853016.508,5055587093501.588,5034620784584.983,4256410760723.75,4212945159781.403,6272362996105.034
Jordan,JOR,,,,,,599759760.096096,657999736.8001053,631679747.328101,561119775.5520898,698879720.4481119,639519744.1921023,678159728.7361085,788479684.6081262,943783839.7180518,1197483948.6854687,1363073497.7735527,1708521219.4600327,2096778602.1678457,2602208588.9570556,3271368780.6534743,3910044474.28044,4383944702.859582,4681240992.703381,4920692190.9556875,4967162160.404718,4993601520.430789,6402050484.904248,6756209762.482309,6277451829.053252,4221373673.804684,4160087507.8347235,4344467193.250948,5310833193.590049,5606400221.692687,6236295978.245313,6727597031.96347,6927503526.093089,7245839210.1551485,7912270803.949224,8149929478.138224,8460789844.851905,8975814652.819601,9582510578.279266,10195627644.569817,11411706629.055008,12588998589.562765,15056981664.315939,17110437235.543018,22658715989.330204,24537876056.338028,27133804225.352116,29524149154.92958,31634561690.140846,34454440140.84507,36847643521.12676,38587017887.323944,39892551126.76057,41608435915.49296,43370860704.22536,44502816901.408455,43700383098.59155,46296100140.84507,48653381830.985916,50813642348.674644,50813642348.674644
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932016269.61069,24923076923.076923,24917355371.900826,23409260879.94272,21250792886.105423,20374302652.381878,21035357936.879593,22165932062.96603,22135245507.36557,16870817181.779896,18291990662.035625,22152689179.881508,24636598527.443718,30833692900.109074,43151647002.60963,57123671733.89525,81003864630.01804,104849915058.37578,133441648851.9825,115308686941.38017,148047348240.64334,192626464617.07117,207998568865.78925,236634603409.08856,221415613595.46927,184388404706.04178,137278320084.17114,166805788827.23325,179339977690.48486,181667184854.50052,171082365861.4229,197112255360.61234,225496328925.4941,261421121085.57208,261421121085.57208
Kenya,KEN,791265459.4938163,792959472.8162109,868111400.7554398,926589349.3642603,998759334.4962662,997919320.8322717,1164519674.1921303,1232559506.9761972,1353295458.6818166,1458379416.6482334,1603447358.6210566,1778391288.6434846,2107279157.0883372,2509001324.3459115,2969958812.016475,3259345083.2628255,3474542391.6999164,4494378764.320108,5303735110.551515,6234391113.464339,7265315820.207766,6854491705.883771,6431579356.959255,5979198313.760933,6191437070.184111,6135034213.789982,7239126568.140921,7970820369.294901,8355380879.129548,8283114514.170809,8572359038.169579,8151488783.190641,8209120763.049552,5751786642.558715,7148148564.042385,9046320255.405067,12045865396.132324,13115764358.284557,14093998843.733383,12896010459.371077,12705350097.80436,12986007425.878052,13147736898.517572,14904517649.847567,16095337093.836597,18737895512.737766,25825512284.289078,31958195182.240604,35895153327.849686,42347217912.91757,45405615063.75513,46869473150.60999,56396704671.57766,61671440407.83867,68285796514.28962,70120446896.8359,74815144163.89308,82036510877.25989,92202979985.2863,100378436207.37134,100657505750.545,109703658904.99373,113419826113.90314,107440575838.04752,113419826113.90314
Kiribati,KIR,,,,,,,,,,,14295279.544693673,15278632.47863248,18936526.946107786,31710657.72578114,85637174.3722131,55083908.14679442,41110421.320715055,38746985.279849194,45212147.98908956,42618212.22143854,33020436.234121725,35623380.42897445,32458871.060177732,30630216.708783217,34224966.85004813,25839883.511011634,26069971.804322805,29408057.80783935,38284001.6626195,37956756.18398589,36688453.36312124,41285104.02288286,61689952.17559898,59161135.893809155,67263705.16270871,68938269.11572957,81385876.26373093,80155561.16314626,74756820.46050201,77421852.3178167,74790109.38488324,65168750.85986546,74977058.64998916,95984600.95699242,104430807.97086526,113786233.08766197,112201076.37730587,138066995.12665346,146790160.52971956,140384919.85190952,165113529.31086197,195984787.45449802,207081997.22303042,201768028.5525895,200114840.67884,191572320.42912197,206658568.82250705,223029864.54193038,233859230.19219792,216891541.02135062,222973879.71109742,289207526.3066171,270520731.5990411,279034355.10842144,289207526.3066171
"Korea, Rep.",KOR,3958811881.188119,2417628736.526548,2814615384.6153846,3988461538.4615383,3459019942.7907934,3120861498.9144177,3929055143.5020967,4855892445.826819,6119394892.37109,7678698837.593455,9005144969.116661,9903571248.532684,10862211760.825178,13876472208.26784,19543973941.368076,21784297520.661156,29902479338.842976,38446487603.305786,51972107438.016525,66946900826.44628,65398377597.51083,72933533011.77058,78358416171.48886,87760553261.92787,97510744119.11623,101296177099.37703,116836246284.83249,147948709376.43414,199591287824.77655,246928837311.40607,283365844161.0921,330647042837.3337,355524903068.05554,392665710525.41095,463619823515.1643,566581003128.2037,610167053824.007,569755022973.0349,383331833681.821,497514040642.26215,576179387819.613,547656279894.58673,627246933729.6177,702714855193.9042,793175561887.0269,934901071332.9838,1053216909887.5618,1172614086539.8635,1047339010225.2472,943941876218.7433,1143672241149.7156,1253289537500.8132,1278046536287.0134,1370632955321.2036,1484488526271.7983,1466038936206.4277,1499679823909.6116,1623074183501.9038,1725373496825.426,1651422932447.768,1644312831906.1692,1818432106880.0369,1673916511799.7087,1712792854202.3687,1818432106880.0369
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5181776768.712465,5015894692.970269,5343950556.071849,6341613609.979761,6163484244.63408,6735328609.659405,7074394734.884315,6295848422.715734,6682677289.989938,7180764703.357184,7878759714.823217,7899737577.472862,7717145217.812473,9413403724.018988,9354903061.8898,10438351483.167696,10438351483.167696
Kuwait,KWT,,,1828107502.799552,1900895856.6629338,2071668533.0347145,2097199161.1203356,2391199043.520383,2441599023.3603907,2662798934.880426,2769198892.320443,2873638850.54446,3880392195.4068823,4450537925.33189,5408804607.312896,13006948296.270523,12022811620.78667,13132252801.937159,14137406740.50655,15503557496.191643,24749063922.47961,28638868355.919598,25058020338.253494,21577153356.419174,20871081080.15384,21700082752.936886,21445970613.759464,17903989745.177998,22368704133.666832,20690322152.8945,24313855653.399323,18427777777.77778,11009993703.147371,19858555214.723927,23941391390.728477,24848483838.38384,27186980646.544792,31492373308.751575,30350190704.436146,25943705784.29957,30122365849.251846,37718743480.0751,34889559869.832596,38135788413.82759,47874582231.58799,59439090600.61079,80798630136.98631,101557330723.42303,114634043361.69223,147379737229.75284,105968691905.4155,115416245238.47812,154039231299.1275,174047695598.6865,174168116687.21497,162650450784.68552,114585555830.91621,109406674087.94687,120687539675.51738,138202535962.40082,138696321087.86374,107512998447.02074,141777271268.69412,182809482400.92438,161772221950.94162,182809482400.92438
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675000000.0,2569444444.4444447,2316562500.0,2028295454.5454545,1681006993.0069928,1661018518.5185184,1827570586.1678448,1767864035.7194295,1645963749.8314617,1249061487.0145676,1369688498.0677826,1525116370.279392,1605643104.730212,1919008090.4964125,2211534585.003399,2460246766.4140053,2834168889.4201913,3802570552.561046,5139958909.179356,4690061380.602529,4794361863.013527,6197765984.284684,6605142884.362147,7335033800.590564,7468102412.682374,6678177511.663131,6813095379.118702,7702938379.42036,8271106235.415524,9371275264.367346,8270468614.240511,9249133946.265314,12134931017.946526,13987627908.838139,13987627908.838139
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,1757142855.9183671,2366666615.5555553,1776842097.1634347,1087273103.6963859,598961269.2978786,714046821.093797,865559879.4004065,1028087972.3108478,1127806944.6151268,1327748689.8809426,1543606345.1168365,1763536304.5396364,1873671550.3463552,1747011857.3310688,1280177838.7190535,1454430642.449592,1731198022.4676313,1768619058.3464744,1758176653.0774584,2023324407.2841384,2366398119.863208,2735558734.737903,3455030060.978498,4223152739.0405164,5446433157.401138,5836137329.633054,7131771014.704564,8750104617.173029,10192846339.40287,11983252626.545183,13279245886.385435,14426380125.648829,15912501722.614256,17071155481.49936,18141641089.796326,18740561512.555496,18981805250.242397,18827148530.934723,15468785203.753174,15843155731.25518,18981805250.242397
Late-demographic dividend,LTE,236359697329.26685,215773982350.5694,215218301251.24612,228482029485.83868,263093007398.16443,297806778465.67114,322756407405.05963,317115282370.30304,316338717706.1487,354454622911.11707,402926758998.3742,443431301620.6312,504217949362.97546,633970164011.254,733418812229.9064,788838956828.1168,812873567659.8868,946458120173.975,939558602435.4497,1163005699434.633,1372119747166.9578,1415544964401.367,1400418314722.288,1461396318226.1274,1552335173187.2617,1660675505162.1038,1684896070685.4746,1746603588097.057,1907970208476.7786,1913194180510.283,1966143155409.277,1983419918605.2493,2022186054608.0432,2105333938710.2498,2442945412790.5786,3018292160017.546,3329594709957.7246,3486500370030.624,3361066467991.76,3106274396328.617,3410313487927.403,3525091029820.1104,3736796107267.6753,4257947205698.707,5117293242644.111,6172905218377.231,7448573743924.262,9382447414660.309,11663554908011.691,11269360521229.5,13564267760890.17,16530365963615.514,17680657970635.266,19042359863611.242,19776331354297.383,18550881244485.992,18593573738109.332,20631078375844.242,22623622462864.816,23050208314364.02,22531183291578.273,26872794398412.047,28062557325965.145,28341396914858.266,28341396914858.266
Latin America & Caribbean,LCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007476718921.5654,1102119409745.3826,1189975815419.2734,1298654841940.8435,1536673815797.37,1794992207468.049,1941685792038.1758,2101023530809.9414,2303337106936.646,2331650072097.7466,2107238195958.9082,2326171956618.827,2281659001901.305,2051651216847.5154,2090649676533.063,2404140329731.789,2901840928620.712,3395773013103.3794,3997430459125.194,4642685980825.886,4355865396934.769,5395521584867.198,6137298312571.182,6209024743500.111,6362333301077.531,6483202078515.132,5418289197382.295,5283310849435.272,5866482345855.606,5742638741431.275,5659965575492.011,4804924789054.883,5578001135446.182,6341680448313.757,7094329636592.513,7094329636592.513
Latin America & Caribbean (excluding high income),LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876402463262.6858,957593725702.9581,1031036432080.7441,1119017965058.758,1348397983096.4402,1592910332496.8948,1697838269009.4563,1853063931965.103,2021893648691.252,2038842311934.926,1810327579938.6978,2001496152611.1226,1951435655114.4248,1757081641119.6235,1793945251035.7202,2043684160277.3213,2470502060472.195,2881093926514.893,3401597415158.732,3931407891415.4766,3643244830292.974,4556436688834.758,5320445093655.743,5297857656983.352,5436631031505.861,5457289044548.768,4634564315170.454,4496975505130.537,5012883307321.984,4870399271215.6045,4804547155275.126,4046822646872.3726,4690738841614.132,5389510951677.686,6050580948759.951,6050580948759.951
Latin America & the Caribbean (IDA & IBRD countries),TLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944566530515.018,1034598506513.3105,1124702232048.2854,1232756088301.5469,1467156610889.901,1715278789092.88,1856211576641.3835,2017401470167.4136,2212848167141.8213,2234145456857.453,2003326360339.101,2214793108979.011,2161567505918.137,1927469572333.205,1960572727991.551,2264753929049.2812,2751720692301.9966,3234376593372.225,3826508335402.8267,4465251653168.29,4176119188574.45,5210710546171.905,5940252657561.232,6005862490255.015,6154592516614.851,6270841236825.202,5194835549016.913,5053700630074.006,5631949735822.711,5506072829643.664,5413987316641.175,4561296585538.663,5310337203631.617,6045250902748.987,6772781697090.741,6772781697090.741
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5789128636.6229315,5975248851.454824,6527926445.681104,7166275467.651614,7533788133.55753,7958852838.933951,8362398701.589434,9557031605.275124,11771975156.80728,14435700533.368023,17003459863.098942,21570076498.620518,31054350977.97839,35854274228.9139,26410909090.90909,23956163076.55748,27474380566.26504,28169902669.378365,30204783461.84881,31386896487.040672,27263090547.061707,28083597512.484116,30483806017.831818,34429023435.02115,34225547537.074455,34390910338.9604,39443126174.43347,40422521943.44179,43627078481.28705,43627078481.28705
Least developed countries: UN classification,LDC,25396340997.127872,27210618722.561977,28791232467.254963,30202790676.206306,31642936960.58793,34376613040.483406,37271686786.00302,39756391346.56397,41993452462.145515,45398307340.834015,43924106346.483284,45503456420.03081,46497667763.415955,56115642779.66818,70169680467.1637,86232150421.10028,79141108671.18828,84799217600.39177,98673333687.55481,110482187765.816,124275806288.40773,130944751635.4153,131526119023.53981,132942322285.83388,139143974827.19647,152679351682.86774,129919742514.94466,138575407039.5359,151408311246.3332,162003196598.6238,188377840875.20572,206285815475.59866,162423362071.82953,170645186609.5282,167418947426.8737,171656467729.8137,179828980354.19138,188878580088.1532,191440642053.54758,197386815443.76105,224220841301.6215,215386170078.76694,235506872334.1742,266569126690.00363,306201111423.0941,360878706648.537,417524553902.59216,501270268255.77356,614414977114.4393,608426703148.3109,687433128591.7863,783931296546.4978,819266433465.4807,892428919239.911,959618110350.5364,920864864683.3087,936561647193.3789,1025062467402.3052,1090417461003.2311,1150500716964.0056,1162019936698.8362,1266743958589.0854,1424615962242.8284,1504251159792.0146,1504251159792.0146
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313540067.9324584,2717998687.710016,2838485353.9618664,4690415092.536633,5843579160.901219,7941744492.235954,9599127050.175585,11718795528.555569,13690217333.587883,15751867489.444624,17247179005.521946,17391056369.226524,17260364842.454395,17649751243.781094,19152238805.97015,20082918739.63516,21159827992.039803,21497336498.839138,22022709851.40962,24827355014.925373,29118916105.472637,35399582928.68988,38443907042.12272,39927125961.5257,44016799515.75456,46880103080.597015,48095213746.600334,49929337836.81592,51147308774.12936,53027680685.90382,54901519155.55556,51605959131.27413,31712128253.796097,23131941556.784348,20992421948.808086,,54901519155.55556
Lesotho,LSO,34579986.16800553,35699985.72000571,41859983.256006695,47039981.184007525,51939979.224008314,54879978.048008785,56699977.320009075,59261976.29520948,61445975.421609834,65967973.61281056,68739972.504011,76480285.00441125,80913200.42928225,121188715.75986478,150851316.52727023,149558895.91458103,147660036.91500923,193315048.32876208,266570066.64251664,290134592.5230071,431542536.663782,434188034.18803424,348741683.67384535,386699308.8591688,333163670.28022534,268629925.8528049,318858422.9892623,402768324.48197055,470395800.6006682,495409232.6275786,596410263.7438493,704325366.7183932,831029861.7047461,835582062.4761685,878250945.2804694,1001894000.2784605,946112492.844847,998004258.7156752,928460893.1089647,912773681.0506419,887291687.9207957,825706961.2386893,775777238.5581402,1157825434.789707,1511236655.5204656,1682343527.492213,1800092563.754615,1682131784.5136483,1766902709.1993523,1740894964.8051126,2234754241.919178,2579409619.967217,2477702216.268875,2367112931.642001,2441063054.057919,2359686724.538286,2114426453.7069674,2306741674.0550013,2556247291.9978547,2390702295.827774,2053338465.244617,2406780518.528112,2289355249.401483,2046039024.4585402,2579409619.967217
Liberia,LBR,190495599.999999,183920899.999999,191861799.999999,200229599.99999902,218929099.99999902,229260799.999999,244459499.999999,261024299.99999902,276820699.99999905,306961799.999999,323099699.99999905,341543099.999999,368097999.999999,386968299.999999,486954999.99999905,577549299.999999,596675699.999998,673010599.999998,717240399.999998,814067899.999998,854711499.999998,846514499.999998,863933199.999998,823374899.999998,848478299.999998,851296099.999998,840964399.999998,972799999.999998,1038300000.0,786299999.999998,384399999.999999,348000000.0,223500000.0,160400000.0,132199999.99999999,134800000.0,159400000.0,295900000.0,359600000.0,441800000.0,874000000.0,906000000.0,927000000.0,748000000.0,897000000.0,949000000.0,1119000000.0,1373000000.0,1726000000.0,1768000000.0,1998000000.0,2398000000.0,2791614000.0,3177198100.0,3225652000.0,3227075700.0,3398419600.0,3390703400.0,3422754800.0,3319596500.0,3176126340.0,3513049520.0,4001047000.0,4332000000.0,4332000000.0
Libya,LBY,401644248.8258345,443905611.5536942,619725784.7344817,892327911.0880151,1341395422.267036,1804979679.2824948,2312438534.6052895,2726986913.0912633,3850623095.570402,4380987480.449372,4601649450.001371,5260185125.606411,6299395544.716475,8625889430.825327,15112543717.696274,14710912456.966402,19096943016.359512,22428297108.211826,22136422642.119602,30536429497.973866,40953924948.99798,36374353879.63297,33760146991.755833,33200520139.865597,29476109151.85227,31530566323.50788,24180400960.62138,26697659335.91487,24308959591.723656,25156707900.18164,28904183602.48184,31991821264.711754,33887047909.27463,30660051910.503666,28610549763.468513,25541379186.645782,27884615384.615383,30700897874.870354,27251301398.28134,35975860857.11637,38270954138.11281,34112093927.253975,20481889763.779526,26265625000.0,33122307692.30769,47334691241.49238,60094231606.642044,68032978390.600685,86710767415.13712,60808562033.41912,75380825062.4216,48169263294.10074,92540938129.13145,75351107029.06049,57372355592.02202,48717501321.30524,49912073701.298004,67157452181.77383,76686029772.14833,72081962263.17938,65688454971.56625,47786789103.81721,55938727098.017426,50491722445.7773,92540938129.13145
Liechtenstein,LIE,,,,,,,,,,,90099360.8433666,104889795.33384584,124940289.32382013,165928881.5555197,193980464.8821012,246389101.8536131,272489300.46782696,303493119.4807626,436912067.78428715,503173104.39188683,534699362.8961609,511647750.1244755,522096760.2910935,524023624.8905505,502620991.85294354,529073612.4535789,779357802.5000597,1052848995.9710084,1161757671.017563,1119983801.2133808,1421509216.3742354,1484160302.149524,1631177029.4506257,1673085244.6878996,1948129622.7513213,2428525060.6992655,2504012993.4223833,2298389802.888832,2479699106.022639,2664105901.188626,2483889858.323124,2491800558.7767353,2688618747.381476,3070803051.4216375,3454373797.744424,3659319116.880572,4000102086.1463513,4601429897.214683,5081479840.087157,4504375348.070381,5082337238.447185,5739706004.896165,5456102482.286143,6391708310.677266,6657526979.7227745,6268515276.174405,6237302033.50132,6474308717.852892,6692620691.841458,6436467007.119318,6405870210.32293,7710380085.922573,7364654515.139836,,7710380085.922573
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7867140395.3370495,8382519637.462235,10118631851.532152,11239547690.979713,10971583944.75615,11524776866.637894,12237388001.72637,14259781159.011929,18781721376.198536,22627507451.564827,26097677571.837296,30183575103.52616,39697891351.94308,47797551587.88233,37388122046.14957,37128694028.24299,43535051482.386894,42927454291.478,46523420074.437225,48533659592.17279,41435533340.38826,43047309305.73629,47758736931.78008,53751411409.444664,54808531641.411674,56964942999.365135,66798933785.77024,71013953448.20845,77836396962.77196,77836396962.77196
Low & middle income,LMY,281513384434.6106,278866906709.62494,283225160603.8817,311642009337.68286,354591643895.0328,390786297425.9445,397997512739.9433,414951012881.8721,438311723850.6603,488148069271.3306,534184239050.1719,569852863503.0577,639212140996.3597,791712142946.5773,995177860924.0582,1126112347961.9883,1204422071137.7874,1350366408500.727,1462134389152.5073,1758772782062.743,2120140554041.037,2395447207576.501,2328098940942.154,2332808607645.408,2404502554839.8955,2481198229475.388,2482659495793.3735,2538704908833.594,2700670440287.3755,2796054379188.1904,3194207232338.2344,3099577605029.121,3275746556657.195,3621878198949.937,4056216007769.8306,4627182611255.594,5138106425452.639,5453626933451.324,5426864974673.005,5223485813254.015,5680267093251.765,5687811932590.818,5796547790161.355,6487373546291.206,7609727994130.641,8985212394211.484,10575560319816.438,12982509324893.041,15416273265910.094,15446634909614.828,18779543105771.965,22115543075986.547,23512181553245.633,24940261486687.688,26101787332747.258,25326526306958.895,25586586836480.04,27933259327710.605,29703722066967.895,30424528245038.402,29491920680088.1,34734957850217.367,36438640513559.945,37425214512640.016,37425214512640.016
Low income,LIC,,,,,,,,,,,,,,,,,,,,,77122651920.4901,82418257129.42076,81995485614.89304,83287284892.70743,85877398913.04704,83637573681.02122,87036099939.58536,92958586119.6511,98924794835.559,107335669383.7681,134347494494.30344,150993763705.44113,103352914778.29483,110352175466.11035,103210150492.258,95755547189.20361,92529748881.59048,98821120247.74542,99814560375.6219,100732241436.72589,123908609247.70714,116417867734.74731,128027966515.98409,142978584361.76297,167196877615.7172,199723321087.3299,232208542309.01968,282893624749.081,340460080321.201,338898157425.0691,372940632041.9117,404514516429.2772,381701640886.4106,394195409295.52527,422083905892.0215,416120726145.3175,383741508244.75934,401921089084.3765,418228093932.97217,445278364305.2016,439782467036.04614,466420564539.2052,530578689814.7639,646797730009.0897,646797730009.0897
Lower middle income,LMC,84616597001.7576,90186836256.71997,92181987015.38365,102323690387.20753,114986005597.94345,123090762933.9298,112246181466.76585,119766383300.23282,127098240318.22307,140740972605.24472,152459416906.0188,158769875405.11966,169451049612.97223,199278079278.46332,246307958711.11575,269899256935.89905,285187204916.1434,320267597120.236,362652450928.9863,421466175467.3508,513382469665.04095,639660890994.898,635625327940.0312,601271756417.1189,576353494488.9666,615172490135.2793,618320700863.6659,672772469674.5753,696573677133.5255,683580725600.272,733709873217.5557,702239992887.2863,735562027814.6439,747221959277.4996,839697566445.0511,997448004604.6937,1135329336524.5261,1192059711359.326,1217725094952.8542,1122826692042.7188,1185525202868.8542,1197955232304.742,1264000378395.073,1433893499316.569,1649437905989.3743,1900255691229.4954,2225374816704.3906,2723528151247.7573,3012634293754.0366,3141137667805.053,3780034647966.0913,4217834186882.1807,4456528170120.237,4712914034204.832,5090396351864.472,5083698600746.065,5297558624291.54,5693069209502.067,5979736767522.211,6278114868365.952,6081790240107.944,6894335373844.589,7341102945343.325,7384750127842.017,7384750127842.017
Luxembourg,LUX,709941874.0443548,710163719.4069166,747846862.2096734,797902154.2381222,910877686.2685845,929477284.7880019,976717015.4614539,983052314.9302673,1075561622.813214,1245432991.3427086,1457768455.0221863,1518773421.3784564,1901697369.626982,2609875802.1113644,3183637116.818558,3123333333.3333335,3423586206.896552,3789321328.0810356,4718539771.999488,5516982663.731425,6019805490.412471,5053665797.479357,4602316793.219142,4524217751.47929,4438435492.879085,4577211767.103744,6685595087.59256,8320902215.0189085,9418167855.183764,10037674037.674038,12778792853.693867,13834219728.29297,15518702634.880802,15925521222.014925,17701798890.76441,20853093869.7318,20895314657.980457,19563836265.223274,20150053345.187817,21899317598.841362,21230182989.303574,21387533703.232704,23649833332.16553,29667268248.130527,35064843792.89932,37672280120.47936,42910146296.064644,51587401415.787224,58844277701.525764,54467289897.55817,56213985987.41678,61696281326.245255,59776383527.36017,65203276466.976265,68804811897.64447,60071584216.13747,62216885435.94879,65712180342.98364,71000359760.46112,69890505323.5842,73699366700.21344,85584105993.87459,81641807865.75908,85755006123.5976,85755006123.5976
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,1142497718.7791579,1133013235.1004472,1304361353.2702372,1362072159.945152,1532105070.1858118,1957724829.3592057,2288761822.5125713,2705665492.01675,3246481233.243968,3765249711.0909824,4914365189.049843,5665606114.80317,6311207779.924407,7046147736.916709,7176892950.3916445,7267570892.702111,6797792190.196806,6547670439.259995,6774193548.387096,6860272608.452106,7371692774.434043,8246479565.942477,10643253553.184044,12160056122.375738,14874098691.908167,18439981612.40859,21027018332.66626,21587786905.849907,28241798491.593018,36845888757.188644,43189721376.98464,51536595089.27929,54902831793.50177,45048190598.32485,45070808688.96109,50383871120.87327,55190661339.77958,55082293844.10078,25343525935.835773,30969334705.051456,24464719190.061607,47061843715.85648,55190661339.77958
Madagascar,MDG,673081724.7511678,699161944.5580972,739286907.5927778,759345863.7326667,802482183.7287778,833563472.9981,900264584.5908293,956436932.101291,1031669637.3955349,1056391055.5961725,1111859570.882523,1199507631.0760274,1341590690.4136515,1653062335.0028615,1917508190.0468938,2283049215.3533945,2181844178.553396,2358930406.068901,2669755115.1093483,3463565853.81023,5201818347.7988205,4759333998.367463,4784977325.958034,4686457031.226905,3905938480.8611917,3802557894.8719015,4347989788.092567,3212900555.8090987,3189456965.048204,3175638332.6447086,3931334875.0137587,3254713056.021707,3714966678.33381,4063298919.2868047,3522227092.2283926,3838100903.7497377,4931861038.707632,4262965419.74998,4401967632.737184,4277903780.2913055,4629247203.84524,5438332601.907981,5351701663.408074,6372498889.665848,5064732626.293891,5859269752.61332,6395712490.943041,8524620889.577468,10725137723.654873,9616879409.437893,9982711338.07029,11551819617.874023,11578975061.947945,12423555455.38532,12522957399.228104,11323020701.301685,11848613858.441998,13176313593.550934,13760033282.292511,14104664678.506332,13051441203.947355,14554754116.542673,15302510500.052753,16031702914.91953,16031702914.91953
Malawi,MWI,,,,,,,,,,,,,,,,,,,,,1801156774.708495,1801193909.523947,1717379494.5269628,1780148049.6777647,1758028656.1238236,1646442272.939863,1722586299.3647482,1721711808.5076308,2008189508.2730966,2314205129.4928546,2737087861.6088676,3206783830.4177947,2618837835.025081,3013392657.999109,1719864761.306281,2033701497.9708502,3319573749.611898,3875785863.383234,2547609590.069837,2584478924.0608053,2537307580.328084,2498008664.669095,5087328437.873696,4669789300.356621,5058726350.488958,5320409651.475436,5818279739.143541,6451210219.116831,7743617352.21427,9009887946.820395,10128323010.604923,11648142958.365147,8773203178.16512,8031571927.620549,8801326169.14547,9219474379.315342,7909868618.46366,8943543677.188993,9880675785.93057,11077305329.641691,12041250083.882847,12580922008.209608,13129458325.73793,14084341062.367504,14084341062.367504
Malaysia,MYS,1916229477.1365664,1901856122.7223134,2001489602.1847498,2510110348.161844,2674423922.4884195,2956337669.295248,3143517943.826318,3188924677.089526,3330371551.2116084,3664552041.3429937,3864145667.4136453,4244395955.783583,5043347250.418151,7662902677.9026985,9496204301.749805,9298800799.467022,11050234598.624868,13139488632.554647,16358079862.109583,21213264962.01407,24488224677.210487,25004285791.78647,26804493635.329742,30347442110.93161,33942897422.04654,31199633352.959793,27734111399.75254,32181210157.967136,35272109220.198845,38847965292.91852,44024585239.61366,49143148094.26826,59167550162.955986,66894966968.973564,74478356957.78082,88705342902.71132,100855393910.48573,100005323301.8667,72167498980.8398,79148421052.63158,93789736842.10527,92783947368.42105,100845526315.78947,110202368421.05264,124749473684.21053,143534405818.50137,162692258307.0555,193549569477.73267,230811614370.38364,202257453036.6409,255017638455.5897,297951668674.83466,314443047642.11096,323276235524.41534,338066095097.2544,301355266964.9473,301256033870.33356,319109094160.3431,358788845712.5297,365177721021.5161,337456163961.2112,373832428055.4486,407027451714.61597,399648828546.5043,407027451714.61597
Maldives,MDV,,,,,,,,,,,19328038.31591198,21566403.997693654,25177137.549540274,30862041.535875935,39120171.22383537,24540877.57275261,22399467.14872548,20853788.76341243,24369109.151717834,38523364.51033378,42463576.1589404,44781456.95364238,47911340.18347938,57829787.234042555,109503546.09929079,127190757.95998873,141882254.2301776,141223029.38306406,168514513.37507114,189514434.24399954,215043969.84924623,244396761.92333952,284875809.03963387,322417837.16197103,356014932.1364607,398988954.9702634,450382327.9524214,508223602.3789295,540096397.6210705,589239753.6108751,624337145.284622,870031676.7987932,897031250.0,1052121054.6875,1226829562.5,1163362437.5,1575200390.625,1868383460.9375,2271646187.5,2345294875.0,2588176054.6875,2774350240.0491767,2886163997.205307,3295009237.5010657,3697353039.200426,4129505319.129205,4409942623.855379,4816426256.529144,5404344162.698884,5726094799.377091,3712604583.366653,5254366312.276479,6170638746.313763,6600000000.0,6600000000.0
