country,code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,best_gdp
Switzerland,CHE,10412232620.525839,11713348834.306866,12989649694.281164,14283872299.045553,15833133857.628052,16780226225.084959,18019402373.538822,19397044714.096264,20712102793.802624,22442043274.07404,24998066773.382114,30040171750.64709,36844318854.2403,49550006319.51466,57103011445.641594,65466081819.238365,68476524643.94303,73135771167.04805,102280472035.79417,114970094424.73085,122557843886.13715,112244805518.78627,115043365512.48584,114634358534.61008,109455312167.51076,110980314191.52658,159089921062.87177,199236370037.55365,215540625298.98175,208105846934.4092,265763573999.42413,268901693863.3194,279921425828.47394,272237527070.9258,301375055202.16425,352835806342.4947,340103959546.9256,294788198856.1979,303459014346.80646,297873643323.1261,279216033870.2037,286582672434.22614,309301422430.3862,362075086507.7597,403912891033.37354,418284865884.99835,441634672196.5226,490740715594.80176,567267767519.158,554212916092.2709,598851028906.5803,715888126682.3959,686420221557.9899,706234937370.9675,726537808338.0005,694118186379.6278,687895460902.7133,695200833086.4989,725568717468.0009,721369112726.7239,741999406005.6272,813408787222.4987,818426550206.4498,884940402230.4088,884940402230.4088
Syrian Arab Republic,SYR,857704431.6879464,945244992.212903,1110565863.543532,1200447429.3690808,1339494290.4393241,1472036550.7118247,1342287556.5829074,1580229795.125449,1753746369.6853652,2245011571.9855757,2140383979.216372,2589851240.519082,3059681664.7434726,3239487611.7799244,5159556980.8440075,6826980534.889599,7633528673.680348,7696011416.841057,9275200184.608929,9929681649.336514,13062420540.911455,15518201653.828663,16298929565.270233,17589277049.840878,17503077755.182484,16403540489.611633,13293205173.067772,11356215250.563152,10577041826.05192,9853395871.832277,12308624283.956398,12981833333.333334,13253565898.955755,13695962019.208378,10122020000.0,11396706586.826347,13789560878.243513,14505233463.035019,15200846153.846153,15873875968.992249,18937052543.4373,20237024724.703926,20669357462.383083,21828144686.03942,25086950495.049503,28858965517.24138,33751788856.304985,40465318382.05847,52557913192.8669,54111735241.541405,61390831317.86349,67539427670.99577,43190317724.70877,21361254647.99036,21502061462.21215,16466863097.212492,12597854884.462017,16369843341.386547,21497782880.748817,22583045052.559994,11155888304.002296,8980060818.721447,,,67539427670.99577
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2603571428.571429,2550943396.226415,1908554572.2713864,1646623195.1560316,1522001205.5455093,1231561860.3994637,1043654822.3350254,921518032.9093261,1320199581.5226138,1086612290.2717097,860541842.2636966,1080772551.2943304,1221106220.2867951,1555318261.4172034,2076176869.4108884,2312352020.668896,2830213848.620304,3719524540.86193,5161299725.276728,4979472364.453397,5642221099.177043,6522756255.012003,7633036903.076341,8448411318.254166,9112605459.328451,8271431485.0748415,6992416096.890184,7536402852.858016,7764999999.453624,8300813599.3084,8133963550.657425,8937805347.13963,10713525200.39978,12060602008.847782,12060602008.847782
Tanzania,TZA,2651729807.3742733,2826179031.2538676,3101589992.641155,3456579293.406073,3748840925.1051965,3817226546.2053022,4377998825.131376,4565132047.473071,4895251824.049974,5142066811.490287,2851419386.0534015,3050673517.284841,3472787266.042,4144104535.443735,4977337978.409766,5729917839.510141,6472511987.882161,7732598995.084452,9261675709.837656,9804637490.872066,11409228086.757168,13161540377.601131,13927383239.779364,14049883808.98596,12906635133.152544,15328295175.410576,10840864521.245523,7824193222.115487,7406614407.458849,6418799006.801046,6184384225.025945,7197768158.583471,6681997469.312918,6182872707.825234,6550480483.938498,7631431840.499919,9433528150.36609,11158197941.915222,12172790056.373257,12704334195.815088,13371767081.742813,13563990022.364098,14129651895.691141,15211487708.76844,16673062473.398092,18395383647.497456,18619859795.285236,21860434823.480766,27947821397.927227,29400573553.60746,32012892919.369995,34657140096.4836,39650394362.92873,45648857242.314995,49986726460.68049,47413919817.12405,49774409374.453766,53274884532.78861,57003712892.08581,61026731925.92128,66068737786.06392,70655628147.89859,75769974505.01057,79158286333.52399,79158286333.52399
Thailand,THA,2760750860.621967,3034037810.9679537,3308912796.934866,3540403456.5530486,3889129942.307692,4388937649.038462,5279230817.307693,5638461442.307693,6081009427.884615,6695336567.307693,7086538437.5,7375000024.038462,8177873151.042242,10838587357.74659,13702998512.449238,14882770593.979597,16985208648.211235,19779312261.31554,24006566636.6855,27371650824.509174,32353514988.728706,34846039193.61307,36589772403.75658,40042798388.49509,41797647775.623795,38900711332.5373,43096773980.8569,50535446554.876854,61667253471.37359,72250748099.97617,85343190719.01065,98234714971.06122,111452746517.65535,128889262951.15672,146683778959.101,169278916592.84286,183035237429.28085,150180456565.72845,113675596787.7377,126669211778.94038,126392224253.79382,120296476180.40192,134300904400.02177,152280615245.88742,172895685154.65817,189318408468.5952,221758296021.62064,262942621455.05292,291382982430.9515,281710630187.3191,341104766329.1696,370818739623.62195,397558325278.5791,420333654592.54706,407339040197.65125,401296238228.0839,413366349747.5081,456356813536.7637,506754208404.4847,543976691793.88586,500461898480.24554,506256494297.33966,495645210972.7507,514944993833.5776,543976691793.88586
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128210141.76168899,147713000.0,187891500.0,216914400.0,239040500.0,262819900.00000003,306956900.0,319972700.0,325729800.0,225357600.0,366924300.0,477443500.0,469455500.0,490439100.0,440772000.0,462268000.0,453792400.0,542795400.0,648523600.0,726937800.0,881909300.0,1042534600.0,1160555000.0,1395727400.0,1447535200.0,1595205100.0,1652603700.0,1598208400.0,1566157200.0,2027034000.0,2162619200.0,3621958000.0,3204753000.0,2243142908.4616103,3621958000.0
Togo,TGO,171057069.13648126,178497098.26393983,186745757.8576066,202305865.237247,234572186.45698878,264505506.02184188,305227594.81949085,327215843.63611007,341691567.465322,378091809.603442,358665753.90774816,404648367.76818347,474043921.84427863,574030983.9808153,791450308.3634921,871781686.906775,874681611.9302436,1097893825.9895089,1164025637.2635083,1259365711.5355926,1604836915.964917,1359026709.449752,1160337039.381871,1081387264.6067913,1014170069.2163923,1076604520.4239416,1498219578.8695881,1763978065.837011,1947208354.2258651,1910635575.3796613,2299665505.6155224,2262767860.1422486,2390796916.0024905,1741944426.3196552,1387662121.4840896,1849110468.20595,2069506014.5337007,2116818622.8985136,2241650112.252904,2226577203.9642944,2106848752.2546792,2093498674.4431212,2410199032.4326053,2987984050.9418645,3191561508.734136,3221910408.4300694,3320907721.810947,3759964943.4056797,4578849658.060658,4721890900.138889,4746389531.713688,5422442166.4106245,5413544658.504504,6021732977.268109,6393318261.860072,5755461035.443332,6071170959.120933,6387422517.692251,7029300383.080308,6992700101.371879,7400284167.784795,8342243645.944384,8169476148.956921,9171261835.062641,9171261835.062641
Tonga,TON,,,,,,,,,,,,,,,,32506741.720120434,30036416.961994376,34139387.8908849,41567471.67219869,44667002.01207244,53260077.431109086,62242013.330268905,62068161.071102545,60863963.963963956,64248354.54146556,60058663.31447727,68195855.61497326,81667133.45469822,106657267.36734171,106344854.98609458,113563821.57740392,132201141.44686103,137066290.55007052,138489884.3930636,195990986.21420997,208871665.74868202,222100576.3454826,214991452.314998,191504892.7613941,199208717.50191283,204848487.80648512,181117230.40654567,182764280.8285007,202246591.2155022,230657627.23132342,261803684.24175352,292230662.3990124,298519024.14082026,344436582.0757636,312377678.8394101,366832215.1895781,414533117.6922989,470705196.4326592,450650633.0413497,439877614.41920644,437003078.563584,420548712.43328804,460374354.8472466,488906838.5948662,512053692.0786754,484796854.9187562,469228219.6657909,500274898.08522147,,512053692.0786754
Trinidad and Tobago,TTO,535670127.74893546,584961208.6565945,619319197.3400222,678235373.038558,711893367.5552704,736568861.9261507,723735635.5363705,761981474.0233588,758899950.0,779200000.0,821850000.0,896754316.6742619,1083381044.0847342,1308799458.962842,2042031901.4221702,2442667573.0482073,2500410583.791773,3138666666.666667,3562333458.3333335,4602416625.0,6235833333.333334,6992083333.333334,8140416666.666667,7763750000.0,7757083333.333334,7375918367.346938,4794444444.444445,4797777777.777778,4496852073.468963,4323058823.529411,5068000000.0,5307905882.3529415,5439552941.176471,4669488516.37981,4947205860.014515,5329214163.220015,5759537726.266007,5737751331.6377945,6043694330.21609,6808982520.757593,8154338232.959776,8824873259.321054,9008273720.933954,11305459802.068275,13280275123.035402,15982282462.378565,18369361094.388645,21641620049.93521,27871587349.541267,19172165225.50151,22157948396.20422,25433011405.30167,27334581560.283688,28709988700.2142,29699968760.72777,27026080986.578022,23713671528.142097,24040299977.874477,24569079488.391327,23775754304.665176,20807571314.304337,24496505940.66731,30053575132.141956,28139944790.291103,30053575132.141956
Tunisia,TUN,,866155428.5714287,880027733.3333334,1026737600.0,1025866792.1568627,991047619.0476189,1040952380.9523809,1085714285.7142856,1214666666.6666665,1289904761.9047618,1439238095.2380953,1685162272.4065197,2237556148.510846,2730813385.3262362,3545868575.146389,4328965587.532659,4508191942.160807,5109324009.324009,5968460080.1113,7188863903.636748,8744134354.161522,8428445294.084292,8133580051.70251,8350582747.835413,8254541194.825658,8410226052.611397,9017806654.416904,9696715910.70907,10096245762.435242,10101851744.562693,12290568181.818182,13074782608.695652,15496708060.41837,14608335608.154287,15633174304.090536,18030876599.344402,19587161806.765507,20746210353.844986,21802893587.125954,22943202174.966805,21473528160.778236,22065832448.86228,23141616604.524197,27453902261.462925,31183885241.439552,32272186694.80428,34376664600.589775,38915353866.75699,44859439902.21906,43455740497.30611,46206091937.96283,48123325825.07389,47311401812.67335,48685446413.95297,50271812920.612015,45779494041.92953,44360072680.44765,42163530590.9462,42686580020.83218,41905540184.42405,42491816475.71184,46812290143.34397,44579761022.899284,48529595416.65326,50271812920.612015
Turkiye,TUR,7566666666.666666,7988888888.888888,8922222222.222221,10355555555.555555,11177777777.777777,11966666666.666666,14100000000.0,15644444444.444445,17500000000.0,19466666666.666668,17863636363.636364,16166666666.666666,20650000000.0,26000000000.0,35414285714.28571,46042857142.85715,51450000000.0,58683333333.33333,65912500000.0,89616129032.25806,68823684210.5263,71180180180.18018,64369325153.37423,61803555555.55556,59937602179.83652,67232758620.68965,75673037037.03703,87190081680.28004,90875175808.72011,107127191328.93495,150655500191.6443,151034731543.62415,159104772991.851,180415757851.61584,130650447499.07123,169319579016.25043,181464408820.09705,189878399894.64328,275941990764.17975,256395932738.43494,274294623164.04333,201753123806.69525,240249071871.10626,314595572145.76733,408865430220.331,506314717661.65546,557076157773.4795,681321124295.9143,770449132861.373,649289324627.7323,776967266305.5303,838785289694.35,880555885492.2687,957799120008.3204,938934609296.9657,864313810469.0094,869682881593.0414,858988492853.742,778972199727.8585,761005946788.2214,720338498174.7438,819865253669.6614,907118435952.6879,1108022373259.511,1108022373259.511
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500000000.0,2700000000.0,2800000000.0,3000000000.0,2950000000.0,3200000000.0,3180952380.9523807,2560939794.4199705,2482249252.850589,2378759975.4450583,2450350625.104074,2605689134.4904246,2450564100.182922,2904663310.9824967,3534772732.3974595,4462029108.723494,5977440582.801714,6838351088.466884,8103901996.370235,10276674364.896074,12664165103.189493,19271523178.807945,20214385964.91228,22583157894.736843,29233333333.333332,35164210526.31579,39197543859.649124,43524210526.31579,35799714285.71429,36169428571.42857,37926285714.28571,40765428571.42857,45232857142.85714,45818000000.0,50007428571.42857,56542857142.85714,59887334844.06514,59887334844.06514
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358744800.0,366707900.0,409753600.0,485598800.0,578645800.0,721891500.0,773489700.0,862683600.0,703175800.0,686787800.0,728789600.0,727161000.0,754238000.0,841070000.0,942070000.0,1032452000.0,1028941663.2,1128749004.5304,1177285211.72521,774653669.315186,1045782453.5755001,1228794382.95121,1402054390.94734,1402054390.94734
Tuvalu,TUV,,,,,,,,,,,2585955.874118042,2716989.584499944,2968457.9439252336,3411915.4388212687,4122328.666175387,4014748.0540761985,3919072.229925627,3669419.5916494606,3798781.863297992,4065659.434283767,4206128.133704736,4773017.531638222,4118945.161646254,4152550.304164717,4481977.902553885,3862851.8831019406,4574706.211527701,5020513.499205928,7011059.371362042,8454523.247292565,9542900.901365045,10127313.913235849,10535028.14236866,10414399.956479164,11772610.657934083,11922614.198466606,13338597.330073725,13734210.096631981,13795146.209263815,14800503.258274727,15073975.534937706,13964732.327114027,16842672.59528742,19456338.031822786,22798274.979555093,22909979.81630778,24096875.463582467,28450168.692764957,31874434.857881963,28076983.9703819,32105408.47711205,39196957.4908996,39345579.47237578,38615890.63207455,38760982.65400955,36811936.082458735,41629064.22323883,45276595.353314556,48015259.87513561,54123198.5662913,51746594.31485426,60196405.71383929,59065982.08736571,62280311.585217156,62280311.585217156
Uganda,UGA,423008385.7442348,441524109.0146751,449012578.6163522,516147798.7421384,589056603.773585,884502309.953801,925381492.3701526,967240655.1868963,1037379252.4149518,1168556628.8674228,1259554808.903822,1417191656.1668768,1490970180.596388,1701829789.0212657,2098944967.2084405,2359555555.555556,2447300000.0,2936470588.235294,2420260869.5652175,2139025000.0,1244610000.0,1337300000.0,2177500000.0,2240333333.3333335,3615647477.054337,3519695443.525158,3923244049.9579563,6269522042.115557,6508931651.666667,5276480799.338676,4304399310.30967,3321729159.622774,2857457761.909216,3220439044.1894865,3990430446.7121596,5755818842.492457,6044585326.938001,6269333313.171083,6584815846.527538,5998563257.946589,6193246837.096873,5840503868.515731,6178563591.120514,6606884275.23087,7939487547.773837,9239221763.057926,9977647682.969542,11902564494.883343,14440404132.204687,25127805566.658375,26673441430.785694,27871725241.4723,27305915910.78771,28915786516.61233,32612397257.44579,32387183730.10015,29203988696.262615,30744473841.42399,32927025619.679546,35348155095.421455,37600368239.882416,40529788744.05949,45565333216.414154,49272882213.623,49272882213.623
